,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
14,Flumph,W,2.0,{1}{W},0.0,4.0,,"Defender, flying
Whenever Flumph is dealt damage, you and target opponent each draw a card.",rare,"Defender, Flying",,Creature
15,Gloom Stalker,W,3.0,{2}{W},2.0,3.0,,"As long as you've completed a dungeon, Gloom Stalker has double strike.",common,,,Creature
16,Grand Master of Flowers,W,4.0,{2}{W}{W},,,3.0,"As long as Grand Master of Flowers has seven or more loyalty counters on him, he's a 7/7 Dragon God creature with flying and indestructible.
[+1]: Target creature without first strike, double strike, or vigilance can't attack or block until your next turn.
[+1]: Search your library and/or graveyard for a card named Monk of the Open Hand, reveal it, and put it into your hand. If you search your library this way, shuffle.",mythic,,Legendary,Planeswalker
17,Guardian of Faith,W,3.0,{1}{W}{W},3.0,2.0,,"Flash
Vigilance
When Guardian of Faith enters the battlefield, any number of other target creatures you control phase out. (Treat them and anything attached to them as though they don't exist until their controller's next turn.)",rare,"Flash, Vigilance",,Creature
18,Half-Elf Monk,W,4.0,{3}{W},1.0,4.0,,"Vigilance
Stunning Strike — {1}{W}, {T}: Tap target creature.",common,Vigilance,,Creature
19,"Icingdeath, Frost Tyrant",W,4.0,{2}{W}{W},4.0,3.0,,"Flying, vigilance
When Icingdeath, Frost Tyrant dies, create Icingdeath, Frost Tongue, a legendary white Equipment artifact token with ""Equipped creature gets +2/+0,"" ""Whenever equipped creature attacks, tap target creature defending player controls,"" and equip {2}.",mythic,"Flying, Vigilance",Legendary,Creature
20,Ingenious Smith,W,2.0,{1}{W},1.0,1.0,,"When Ingenious Smith enters the battlefield, look at the top four cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Whenever one or more artifacts enter the battlefield under your control, put a +1/+1 counter on Ingenious Smith. This ability triggers only once each turn.",uncommon,,,Creature
21,Keen-Eared Sentry,W,2.0,{1}{W},2.0,1.0,,"You have hexproof. (You can't be the target of spells or abilities your opponents control.)
Each opponent can't venture into the dungeon more than once each turn.",uncommon,Venture into the dungeon,,Creature
22,Loyal Warhound,W,2.0,{1}{W},3.0,1.0,,"Vigilance
When Loyal Warhound enters the battlefield, if an opponent controls more lands than you, search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.",rare,Vigilance,,Creature
23,Minimus Containment,W,3.0,{2}{W},,,,"Enchant nonland permanent
Enchanted permanent is a Treasure artifact with ""{T}, Sacrifice this artifact: Add one mana of any color,"" and it loses all other abilities. (If it was a creature, it's no longer a creature.)",common,Enchant,,Enchantment
24,Monk of the Open Hand,W,1.0,{W},1.0,1.0,,"Flurry of Blows — Whenever you cast your second spell each turn, put a +1/+1 counter on Monk of the Open Hand.",uncommon,,,Creature
25,Moon-Blessed Cleric,W,3.0,{2}{W},3.0,2.0,,"Divine Intervention — When Moon-Blessed Cleric enters the battlefield, you may search your library for an enchantment card, reveal it, then shuffle and put that card on top.",uncommon,,,Creature
26,"Nadaar, Selfless Paladin",W,3.0,{2}{W},3.0,3.0,,"Vigilance
Whenever Nadaar, Selfless Paladin enters the battlefield or attacks, venture into the dungeon. (Enter the first room or advance to the next room.)
Other creatures you control get +1/+1 as long as you've completed a dungeon.",rare,"Venture into the dungeon, Vigilance",Legendary,Creature
27,Oswald Fiddlebender,W,2.0,{1}{W},2.0,2.0,,"Magical Tinkering — {W}, {T}, Sacrifice an artifact: Search your library for an artifact card with mana value equal to 1 plus the sacrificed artifact's mana value, put it onto the battlefield, then shuffle. Activate only as a sorcery.",rare,,Legendary,Creature
28,Paladin Class,W,1.0,{W},,,,"(Gain the next level as a sorcery to add its ability.)
Spells your opponents cast during your turn cost {1} more to cast.
{2}{W}: Level 2
Creatures you control get +1/+1.
{4}{W}: Level 3
Whenever you attack, until end of turn, target attacking creature gets +1/+1 for each other attacking creature and gains double strike.",rare,,,Enchantment
29,Paladin's Shield,W,2.0,{1}{W},,,,"Flash
When Paladin's Shield enters the battlefield, attach it to target creature you control.
Equipped creature gets +0/+2.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,"Equip, Flash",,Artifact
30,Planar Ally,W,5.0,{3}{W}{W},3.0,3.0,,"Flying
Whenever Planar Ally attacks, venture into the dungeon. (Enter the first room or advance to the next room.)",common,"Flying, Venture into the dungeon",,Creature
31,Plate Armor,W,3.0,{2}{W},,,,"Equipped creature gets +3/+3 and has ward {1}. (Whenever equipped creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
Equip {3}. This ability costs {1} less to activate for each other Equipment you control.",uncommon,Equip,,Artifact
32,Portable Hole,W,1.0,{W},,,,"When Portable Hole enters the battlefield, exile target nonland permanent an opponent controls with mana value 2 or less until Portable Hole leaves the battlefield.",uncommon,,,Artifact
33,Potion of Healing,W,2.0,{1}{W},,,,"When Potion of Healing enters the battlefield, draw a card.
{W}, {T}, Sacrifice Potion of Healing: You gain 3 life.",common,,,Artifact
34,Priest of Ancient Lore,W,3.0,{2}{W},2.0,1.0,,"When Priest of Ancient Lore enters the battlefield, you gain 1 life and draw a card.",common,,,Creature
35,Rally Maneuver,W,3.0,{2}{W},,,,Target creature gets +2/+0 and gains first strike until end of turn. Up to one other target creature gets +0/+2 and gains lifelink until end of turn.,uncommon,,,Instant
36,Ranger's Hawk,W,1.0,{W},1.0,1.0,,"Flying
{3}, {T}, Tap another untapped creature you control: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)",common,"Flying, Venture into the dungeon",,Creature
37,Steadfast Paladin,W,2.0,{1}{W},2.0,2.0,,Lifelink,common,Lifelink,,Creature
38,Teleportation Circle,W,4.0,{3}{W},,,,"At the beginning of your end step, exile up to one target artifact or creature you control, then return that card to the battlefield under its owner's control.",rare,,,Enchantment
39,Veteran Dungeoneer,W,4.0,{3}{W},3.0,4.0,,"When Veteran Dungeoneer enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)",common,Venture into the dungeon,,Creature
40,White Dragon,W,6.0,{4}{W}{W},4.0,4.0,,"Flying
Cold Breath — When White Dragon enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",uncommon,Flying,,Creature
41,You Hear Something on Watch,W,2.0,{1}{W},,,,"Choose one —
• Rouse the Party — Creatures you control get +1/+1 until end of turn.
• Set Off Traps — This spell deals 5 damage to target attacking creature.",common,,,Instant
42,You're Ambushed on the Road,W,1.0,{W},,,,"Choose one —
• Make a Retreat — Return target creature you control to its owner's hand.
• Stand and Fight — Target creature gets +1/+3 until end of turn.",common,,,Instant
43,Aberrant Mind Sorcerer,U,5.0,{4}{U},3.0,4.0,,"Psionic Spells — When Aberrant Mind Sorcerer enters the battlefield, choose target instant or sorcery card in your graveyard, then roll a d20.
1—9 | You may put that card on top of your library.
10—20 | Return that card to your hand.",uncommon,,,Creature
44,Air-Cult Elemental,U,6.0,{4}{U}{U},2.0,5.0,,"Flying
Whirlwind — When Air-Cult Elemental enters the battlefield, return up to one other target creature to its owner's hand.",common,Flying,,Creature
45,Arcane Investigator,U,2.0,{1}{U},2.0,1.0,,"Search the Room — {5}{U}: Roll a d20.
1—9 | Draw a card.
10—20 | Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.",common,,,Creature
46,Bar the Gate,U,3.0,{2}{U},,,,Counter target creature or planeswalker spell. Venture into the dungeon. (Enter the first room or advance to the next room.),common,Venture into the dungeon,,Instant
47,The Blackstaff of Waterdeep,U,1.0,{U},,,,"You may choose not to untap The Blackstaff of Waterdeep during your untap step.
Animate Walking Statue — {1}{U}, {T}: Another target nontoken artifact you control becomes a 4/4 artifact creature for as long as The Blackstaff of Waterdeep remains tapped. Activate only as a sorcery.",rare,,Legendary,Artifact
48,Blue Dragon,U,7.0,{5}{U}{U},5.0,5.0,,"Flying
Lightning Breath — When Blue Dragon enters the battlefield, until your next turn, target creature an opponent controls gets -3/-0, up to one other target creature gets -2/-0, and up to one other target creature gets -1/-0.",uncommon,Flying,,Creature
49,Charmed Sleep,U,3.0,{1}{U}{U},,,,"Enchant creature
When Charmed Sleep enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment
50,Clever Conjurer,U,3.0,{2}{U},2.0,3.0,,Mage Hand — {T}: Untap target permanent not named Clever Conjurer. Activate only as a sorcery.,common,,,Creature
51,Contact Other Plane,U,4.0,{3}{U},,,,"Roll a d20.
1—9 | Draw two cards.
10—19 | Scry 2, then draw two cards.
20 | Scry 3, then draw three cards.",common,Scry,,Instant
52,Demilich,U,4.0,{U}{U}{U}{U},4.0,3.0,,"This spell costs {U} less to cast for each instant and sorcery spell you've cast this turn.
Whenever Demilich attacks, exile up to one target instant or sorcery card from your graveyard. Copy it. You may cast the copy.
You may cast Demilich from your graveyard by exiling four instant and/or sorcery cards from your graveyard in addition to paying its other costs.",mythic,,,Creature
53,Displacer Beast,U,3.0,{2}{U},3.0,2.0,,"When Displacer Beast enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
Displacement — {3}{U}: Return Displacer Beast to its owner's hand.",uncommon,Venture into the dungeon,,Creature
54,Djinni Windseer,U,4.0,{3}{U},3.0,3.0,,"Flying
When Djinni Windseer enters the battlefield, roll a d20.
1—9 | Scry 1.
10—19 | Scry 2.
20 | Scry 3.",common,"Flying, Scry",,Creature
55,Dragon Turtle,U,3.0,{1}{U}{U},3.0,5.0,,"Flash
Drag Below — When Dragon Turtle enters the battlefield, tap it and up to one target creature an opponent controls. They don't untap during their controllers' next untap steps.",rare,Flash,,Creature
56,Eccentric Apprentice,U,3.0,{2}{U},2.0,2.0,,"Flying
When Eccentric Apprentice enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
At the beginning of combat on your turn, if you've completed a dungeon, up to one target creature becomes a Bird with base power and toughness 1/1 and flying until end of turn.",uncommon,"Flying, Venture into the dungeon",,Creature
57,Feywild Trickster,U,3.0,{2}{U},2.0,2.0,,"Whenever you roll one or more dice, create a 1/1 blue Faerie Dragon creature token with flying.",uncommon,,,Creature
58,Fly,U,1.0,{U},,,,"Enchant creature
Enchanted creature has flying and ""Whenever this creature deals combat damage to a player, venture into the dungeon."" (Enter the first room or advance to the next room.)",uncommon,"Enchant, Venture into the dungeon",,Enchantment
59,"Grazilaxx, Illithid Scholar",U,3.0,{1}{U}{U},3.0,2.0,,"Whenever a creature you control becomes blocked, you may return it to its owner's hand.
Whenever one or more creatures you control deal combat damage to a player, draw a card.",rare,,Legendary,Creature
60,Guild Thief,U,2.0,{1}{U},1.0,1.0,,"Whenever Guild Thief deals combat damage to a player, put a +1/+1 counter on it.
Cunning Action — {3}{U}: Guild Thief can't be blocked this turn.",uncommon,,,Creature
61,"Iymrith, Desert Doom",U,5.0,{3}{U}{U},5.0,5.0,,"Flying
Iymrith, Desert Doom has ward {4} as long as it's untapped.
Whenever Iymrith deals combat damage to a player, draw a card. Then if you have fewer than three cards in hand, draw cards equal to the difference.",mythic,Flying,Legendary,Creature
62,Mind Flayer,U,5.0,{3}{U}{U},3.0,3.0,,"Dominate Monster — When Mind Flayer enters the battlefield, gain control of target creature for as long as you control Mind Flayer.",rare,,,Creature
63,Mordenkainen,U,6.0,{4}{U}{U},,,5.0,"[+2]: Draw two cards, then put a card from your hand on the bottom of your library.
[−2]: Create a blue Dog Illusion creature token with ""This creature's power and toughness are each equal to twice the number of cards in your hand.""
[−10]: Exchange your hand and library, then shuffle. You get an emblem with ""You have no maximum hand size.""",mythic,,Legendary,Planeswalker
64,Mordenkainen's Polymorph,U,2.0,{1}{U},,,,"Until end of turn, target creature becomes a Dragon with base power and toughness 4/4 and gains flying. (It loses all other creature types.)",common,,,Instant
65,Pixie Guide,U,2.0,{1}{U},1.0,3.0,,"Flying
Grant an Advantage — If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.",common,Flying,,Creature
66,Power of Persuasion,U,3.0,{2}{U},,,,"Choose target creature an opponent controls, then roll a d20.
1—9 | Return it to its owner's hand.
10—19 | Its owner puts it on the top or bottom of their library.
20 | Gain control of it until the end of your next turn.",uncommon,,,Sorcery
67,Ray of Frost,U,2.0,{1}{U},,,,"Flash
Enchant creature
When Ray of Frost enters the battlefield, if enchanted creature is red, tap it.
As long as enchanted creature is red, it loses all abilities.
Enchanted creature doesn't untap during its controller's untap step.",uncommon,"Enchant, Flash",,Enchantment
68,Rimeshield Frost Giant,U,5.0,{3}{U}{U},4.0,5.0,,"Ward {3} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)",common,Ward,,Creature
69,Scion of Stygia,U,3.0,{2}{U},2.0,1.0,,"Flash
Cone of Cold — When Scion of Stygia enters the battlefield, choose target creature an opponent controls, then roll a d20.
1—9 | Tap that creature.
10—20 | Tap that creature. It doesn't untap during its controller's next untap step.",common,Flash,,Creature
70,Secret Door,U,1.0,{U},0.0,4.0,,"Defender
{4}{U}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)",common,"Defender, Venture into the dungeon",,"Artifact, Creature"
71,Shocking Grasp,U,2.0,{1}{U},,,,"Target creature gets -2/-0 until end of turn.
Draw a card.",common,,,Instant
72,Shortcut Seeker,U,4.0,{3}{U},2.0,5.0,,"Whenever Shortcut Seeker deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",common,Venture into the dungeon,,Creature
73,Silver Raven,U,1.0,{U},1.0,1.0,,"Flying
When Silver Raven enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",common,"Flying, Scry",,"Artifact, Creature"
74,Soulknife Spy,U,3.0,{2}{U},3.0,2.0,,"Whenever Soulknife Spy deals combat damage to a player, draw a card.",common,,,Creature
75,Split the Party,U,5.0,{3}{U}{U},,,,"Choose target player. Return half the creatures they control to their owner's hand, rounded up.",uncommon,,,Sorcery
76,Sudden Insight,U,6.0,{4}{U}{U},,,,Draw a card for each different mana value among nonland cards in your graveyard.,uncommon,,,Instant
77,Tasha's Hideous Laughter,U,3.0,{1}{U}{U},,,,Each opponent exiles cards from the top of their library until that player has exiled cards with total mana value 20 or more.,rare,,,Sorcery
78,Trickster's Talisman,U,1.0,{U},,,,"Invoke Duplicity — Equipped creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, you may sacrifice Trickster's Talisman. If you do, create a token that's a copy of this creature.""
Equip {2}",uncommon,Equip,,Artifact
79,True Polymorph,U,6.0,{4}{U}{U},,,,Target artifact or creature becomes a copy of another target artifact or creature.,rare,,,Instant
80,Wizard Class,U,1.0,{U},,,,"(Gain the next level as a sorcery to add its ability.)
You have no maximum hand size.
{2}{U}: Level 2
When this Class becomes level 2, draw two cards.
{4}{U}: Level 3
Whenever you draw a card, put a +1/+1 counter on target creature you control.",uncommon,,,Enchantment
81,Wizard's Spellbook,U,7.0,{5}{U}{U},,,,"{T}: Exile target instant or sorcery card from a graveyard. Roll a d20. Activate only as a sorcery.
1—9 | Copy that card. You may cast the copy.
10—19 | Copy that card. You may cast the copy by paying {1} rather than paying its mana cost.
20 | Copy each card exiled with Wizard's Spellbook. You may cast any number of the copies without paying their mana costs.",rare,,,Artifact
82,You Come to a River,U,2.0,{1}{U},,,,"Choose one —
• Fight the Current — Return target nonland permanent to its owner's hand.
• Find a Crossing — Target creature gets +1/+0 until end of turn and can't be blocked this turn.",common,,,Instant
83,You Find the Villains' Lair,U,3.0,{1}{U}{U},,,,"Choose one —
• Foil Their Scheme — Counter target spell.
• Learn Their Secrets — Draw two cards, then discard two cards.",common,,,Instant
84,You See a Guard Approach,U,1.0,{U},,,,"Choose one —
• Distract the Guard — Tap target creature.
• Hide — Target creature you control gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",common,,,Instant
85,Yuan-Ti Malison,U,2.0,{1}{U},2.0,1.0,,"Yuan-Ti Malison can't be blocked as long as it's attacking alone.
Whenever Yuan-Ti Malison deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)",rare,Venture into the dungeon,,Creature
86,Acererak the Archlich,B,3.0,{2}{B},5.0,5.0,,"When Acererak the Archlich enters the battlefield, if you haven't completed Tomb of Annihilation, return Acererak the Archlich to its owner's hand and venture into the dungeon.
Whenever Acererak the Archlich attacks, for each opponent, you create a 2/2 black Zombie creature token unless that player sacrifices a creature.",mythic,Venture into the dungeon,Legendary,Creature
87,Asmodeus the Archfiend,B,6.0,{4}{B}{B},6.0,6.0,,"Binding Contract — If you would draw a card, exile the top card of your library face down instead.
{B}{B}{B}: Draw seven cards.
{B}: Return all cards exiled with Asmodeus the Archfiend to their owner's hand and you lose that much life.",rare,,Legendary,Creature
88,Baleful Beholder,B,6.0,{4}{B}{B},6.0,5.0,,"When Baleful Beholder enters the battlefield, choose one —
• Antimagic Cone — Each opponent sacrifices an enchantment.
• Fear Ray — Creatures you control gain menace until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",common,,,Creature
89,Black Dragon,B,7.0,{5}{B}{B},4.0,4.0,,"Flying
Acid Breath — When Black Dragon enters the battlefield, target creature an opponent controls gets -3/-3 until end of turn.",uncommon,Flying,,Creature
90,The Book of Vile Darkness,B,3.0,{B}{B}{B},,,,"At the beginning of your end step, if you lost 2 or more life this turn, create a 2/2 black Zombie creature token.
{T}, Exile The Book of Vile Darkness and artifacts you control named Eye of Vecna and Hand of Vecna: Create Vecna, a legendary 8/8 black Zombie God creature token with indestructible and all triggered abilities of the exiled cards.",mythic,,Legendary,Artifact
91,Check for Traps,B,2.0,{1}{B},,,,"Target opponent reveals their hand. You choose a nonland card from it. Exile that card. If an instant card or a card with flash is exiled this way, they lose 1 life. Otherwise, you lose 1 life.",uncommon,,,Sorcery
92,Clattering Skeletons,B,4.0,{3}{B},4.0,3.0,,"When Clattering Skeletons dies, venture into the dungeon. (Enter the first room or advance to the next room.)",common,Venture into the dungeon,,Creature
93,Deadly Dispute,B,2.0,{1}{B},,,,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Draw two cards and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Instant
94,Death-Priest of Myrkul,B,4.0,{2}{B}{B},2.0,2.0,,"Skeletons, Vampires, and Zombies you control get +1/+1.
At the beginning of your end step, if a creature died this turn, you may pay {1}. If you do, create a 1/1 black Skeleton creature token.",uncommon,,,Creature
95,Demogorgon's Clutches,B,3.0,{2}{B},,,,"Target opponent discards two cards, mills two cards, and loses 2 life. (To mill a card, a player puts the top card of their library into their graveyard.)",uncommon,Mill,,Sorcery
96,Devour Intellect,B,1.0,{B},,,,"Target opponent discards a card. If mana from a Treasure was spent to cast this spell, instead that player reveals their hand, you choose a nonland card from it, then that player discards that card.",common,,,Sorcery
97,Drider,B,5.0,{4}{B},4.0,3.0,,"Reach
Whenever Drider deals combat damage to a player, create a 2/1 black Spider creature token with menace and reach.",uncommon,Reach,,Creature
98,Dungeon Crawler,B,1.0,{B},2.0,1.0,,"Dungeon Crawler enters the battlefield tapped.
Whenever you complete a dungeon, you may return Dungeon Crawler from your graveyard to your hand.",uncommon,,,Creature
99,"Ebondeath, Dracolich",B,4.0,{2}{B}{B},5.0,2.0,,"Flash
Flying
Ebondeath, Dracolich enters the battlefield tapped.
You may cast Ebondeath, Dracolich from your graveyard if a creature not named Ebondeath, Dracolich died this turn.",mythic,"Flash, Flying",Legendary,Creature
100,Eyes of the Beholder,B,6.0,{4}{B}{B},,,,Target creature gets -11/-11 until end of turn.,common,,,Instant
101,Fates' Reversal,B,2.0,{1}{B},,,,Return up to one target creature card from your graveyard to your hand. Venture into the dungeon. (Enter the first room or advance to the next room.),common,Venture into the dungeon,,Sorcery
102,Feign Death,B,1.0,{B},,,,"Until end of turn, target creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control with a +1/+1 counter on it.""",common,,,Instant
103,Forsworn Paladin,B,1.0,{B},1.0,1.0,,"Menace
{1}{B}, {T}, Pay 1 life: Create a Treasure token.
{2}{B}: Target creature gets +2/+0 until end of turn. If mana from a Treasure was spent to activate this ability, that creature also gains deathtouch until end of turn.",rare,Menace,,Creature
104,Gelatinous Cube,B,4.0,{2}{B}{B},4.0,3.0,,"Engulf — When Gelatinous Cube enters the battlefield, exile target non-Ooze creature an opponent controls until Gelatinous Cube leaves the battlefield.
Dissolve — {X}{B}: Put target creature card with mana value X exiled with Gelatinous Cube into its owner's graveyard.",rare,,,Creature
105,Grim Bounty,B,4.0,{2}{B}{B},,,,"Destroy target creature or planeswalker. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Sorcery
106,Grim Wanderer,B,2.0,{1}{B},5.0,3.0,,"Flash
Tragic Backstory — Cast this spell only if a creature died this turn.",uncommon,Flash,,Creature
107,Herald of Hadar,B,5.0,{4}{B},4.0,4.0,,"Circle of Death — {5}{B}: Roll a d20.
1—9 | Each opponent loses 2 life.
10—19 | Each opponent loses 2 life and you gain 2 life.
20 | Each opponent loses 2 life and you gain 2 life. Create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature
108,Hired Hexblade,B,2.0,{1}{B},2.0,2.0,,"When Hired Hexblade enters the battlefield, if mana from a Treasure was spent to cast it, you draw a card and you lose 1 life.",common,,,Creature
109,Hoard Robber,B,2.0,{1}{B},1.0,3.0,,"Whenever Hoard Robber deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature
110,Lightfoot Rogue,B,2.0,{1}{B},2.0,1.0,,"Sneak Attack — Whenever Lightfoot Rogue attacks, roll a d20.
1—9 | Lightfoot Rogue gains deathtouch until end of turn.
10—19 | It gets +1/+0 and gains deathtouch until end of turn.
20 | It gets +3/+0 and gains first strike and deathtouch until end of turn.",uncommon,,,Creature
111,"Lolth, Spider Queen",B,5.0,{3}{B}{B},,,4.0,"Whenever a creature you control dies, put a loyalty counter on Lolth, Spider Queen.
[0]: You draw a card and you lose 1 life.
[−3]: Create two 2/1 black Spider creature tokens with menace and reach.
[−8]: You get an emblem with ""Whenever an opponent is dealt combat damage by one or more creatures you control, if that player lost less than 8 life this turn, they lose life equal to the difference.""",mythic,,Legendary,Planeswalker
112,Manticore,B,4.0,{3}{B},2.0,1.0,,"Flash
Flying
Tail Spikes — When Manticore enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",common,"Flash, Flying",,Creature
113,Power Word Kill,B,2.0,{1}{B},,,,"Destroy target non-Angel, non-Demon, non-Devil, non-Dragon creature.",uncommon,,,Instant
114,Precipitous Drop,B,3.0,{2}{B},,,,"Enchant creature
When Precipitous Drop enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)
Enchanted creature gets -2/-2. It gets -5/-5 instead as long as you've completed a dungeon.",common,"Enchant, Venture into the dungeon",,Enchantment
115,Ray of Enfeeblement,B,1.0,{B},,,,"Target creature gets -4/-1 until end of turn. If that creature is white, it gets -4/-4 until end of turn instead.",uncommon,,,Instant
116,Reaper's Talisman,B,1.0,{B},,,,"Whenever equipped creature attacks, it gains deathtouch until end of turn.
Whenever equipped creature attacks alone, defending player loses 2 life and you gain 2 life.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,Equip,,Artifact
117,Sepulcher Ghoul,B,2.0,{1}{B},2.0,1.0,,Sacrifice another creature: Sepulcher Ghoul gets +2/+2 until end of turn. Activate only once each turn.,common,,,Creature
118,Shambling Ghast,B,1.0,{B},1.0,1.0,,"When Shambling Ghast dies, choose one —
• Brave the Stench — Target creature an opponent controls gets -1/-1 until end of turn.
• Search the Body — Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature
119,Skullport Merchant,B,3.0,{2}{B},1.0,4.0,,"When Skullport Merchant enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
{1}{B}, Sacrifice another creature or a Treasure: Draw a card.",uncommon,,,Creature
120,Sphere of Annihilation,B,1.0,{X}{B},,,,"Sphere of Annihilation enters the battlefield with X void counters on it.
At the beginning of your upkeep, exile Sphere of Annihilation, all creatures and planeswalkers with mana value less than or equal to the number of void counters on it, and all creature and planeswalker cards in graveyards with mana value less than or equal to the number of void counters on it.",rare,,,Artifact
