,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
40,Augur of Bolas,U,2.0,{1}{U},1.0,3.0,,"When Augur of Bolas enters the battlefield, look at the top three cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",uncommon,,,Creature
41,Aven Eternal,U,3.0,{2}{U},2.0,2.0,,"Flying
When Aven Eternal enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,"Amass, Flying",,Creature
42,Bond of Insight,U,4.0,{3}{U},,,,Each player mills four cards. Return up to two instant and/or sorcery cards from your graveyard to your hand. Exile Bond of Insight.,uncommon,Mill,,Sorcery
43,Callous Dismissal,U,2.0,{1}{U},,,,"Return target nonland permanent to its owner's hand.
Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Sorcery
44,Commence the Endgame,U,6.0,{4}{U}{U},,,,"This spell can't be countered.
Draw two cards, then amass X, where X is the number of cards in your hand. (Put X +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",rare,Amass,,Instant
45,Contentious Plan,U,2.0,{1}{U},,,,"Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Draw a card.",common,Proliferate,,Sorcery
46,Crush Dissent,U,4.0,{3}{U},,,,"Counter target spell unless its controller pays {2}.
Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Instant
47,Erratic Visionary,U,2.0,{1}{U},1.0,3.0,,"{1}{U}, {T}: Draw a card, then discard a card.",common,,,Creature
48,Eternal Skylord,U,5.0,{4}{U},3.0,3.0,,"When Eternal Skylord enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have flying.",uncommon,Amass,,Creature
49,"Fblthp, the Lost",U,2.0,{1}{U},1.0,1.0,,"When Fblthp, the Lost enters the battlefield, draw a card. If it entered from your library or was cast from your library, draw two cards instead.
When Fblthp becomes the target of a spell, shuffle Fblthp into its owner's library.",rare,,Legendary,Creature
50,Finale of Revelation,U,2.0,{X}{U}{U},,,,"Draw X cards. If X is 10 or more, instead shuffle your graveyard into your library, draw X cards, untap up to five lands, and you have no maximum hand size for the rest of the game.
Exile Finale of Revelation.",mythic,,,Sorcery
51,Flux Channeler,U,3.0,{2}{U},2.0,2.0,,"Whenever you cast a noncreature spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",uncommon,Proliferate,,Creature
52,God-Eternal Kefnet,U,4.0,{2}{U}{U},4.0,5.0,,"Flying
You may reveal the first card you draw each turn as you draw it. Whenever you reveal an instant or sorcery card this way, copy that card and you may cast the copy. That copy costs {2} less to cast.
When God-Eternal Kefnet dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",mythic,Flying,Legendary,Creature
53,"Jace, Wielder of Mysteries",U,4.0,{1}{U}{U}{U},,,4.0,"If you would draw a card while your library has no cards in it, you win the game instead.
[+1]: Target player mills two cards. Draw a card.
[−8]: Draw seven cards. Then if your library has no cards in it, you win the game.",rare,Mill,Legendary,Planeswalker
54,Jace's Triumph,U,3.0,{2}{U},,,,"Draw two cards. If you control a Jace planeswalker, draw three cards instead.",uncommon,,,Sorcery
55,"Kasmina, Enigmatic Mentor",U,4.0,{3}{U},,,5.0,"Spells your opponents cast that target a creature or planeswalker you control cost {2} more to cast.
[−2]: Create a 2/2 blue Wizard creature token. Draw a card, then discard a card.",uncommon,,Legendary,Planeswalker
56,Kasmina's Transmutation,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature loses all abilities and has base power and toughness 1/1.",common,Enchant,,Enchantment
57,Kiora's Dambreaker,U,6.0,{5}{U},5.0,6.0,,"When Kiora's Dambreaker enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",common,Proliferate,,Creature
58,Lazotep Plating,U,2.0,{1}{U},,,,"Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
You and permanents you control gain hexproof until end of turn. (You and they can't be the targets of spells or abilities your opponents control.)",uncommon,Amass,,Instant
59,Naga Eternal,U,3.0,{2}{U},3.0,2.0,,,common,,,Creature
60,"Narset, Parter of Veils",U,3.0,{1}{U}{U},,,5.0,"Each opponent can't draw more than one card each turn.
[−2]: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",uncommon,,Legendary,Planeswalker
61,Narset's Reversal,U,2.0,{U}{U},,,,"Copy target instant or sorcery spell, then return it to its owner's hand. You may choose new targets for the copy.",rare,,,Instant
62,No Escape,U,3.0,{2}{U},,,,"Counter target creature or planeswalker spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.
Scry 1.",common,Scry,,Instant
63,Relentless Advance,U,4.0,{3}{U},,,,"Amass 3. (Put three +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Sorcery
64,Rescuer Sphinx,U,4.0,{2}{U}{U},3.0,2.0,,"Flying
As Rescuer Sphinx enters the battlefield, you may return a nonland permanent you control to its owner's hand. If you do, Rescuer Sphinx enters the battlefield with a +1/+1 counter on it.",uncommon,Flying,,Creature
65,Silent Submersible,U,2.0,{U}{U},2.0,3.0,,"Whenever Silent Submersible deals combat damage to a player or planeswalker, draw a card.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",rare,Crew,,Artifact
66,Sky Theater Strix,U,2.0,{1}{U},1.0,2.0,,"Flying
Whenever you cast a noncreature spell, Sky Theater Strix gets +1/+0 until end of turn.",common,Flying,,Creature
67,Spark Double,U,4.0,{3}{U},0.0,0.0,,"You may have Spark Double enter the battlefield as a copy of a creature or planeswalker you control, except it enters with an additional +1/+1 counter on it if it's a creature, it enters with an additional loyalty counter on it if it's a planeswalker, and it isn't legendary if that permanent is legendary.",rare,,,Creature
68,Spellkeeper Weird,U,3.0,{2}{U},1.0,4.0,,"{2}, {T}, Sacrifice Spellkeeper Weird: Return target instant or sorcery card from your graveyard to your hand.",common,,,Creature
69,Stealth Mission,U,3.0,{2}{U},,,,Put two +1/+1 counters on target creature you control. That creature can't be blocked this turn.,common,,,Sorcery
70,Tamiyo's Epiphany,U,4.0,{3}{U},,,,"Scry 4, then draw two cards.",common,Scry,,Sorcery
71,Teferi's Time Twist,U,2.0,{1}{U},,,,"Exile target permanent you control. Return that card to the battlefield under its owner's control at the beginning of the next end step. If it enters the battlefield as a creature, it enters with an additional +1/+1 counter on it.",common,,,Instant
72,Thunder Drake,U,4.0,{3}{U},2.0,3.0,,"Flying
Whenever you cast your second spell each turn, put a +1/+1 counter on Thunder Drake.",common,Flying,,Creature
73,Totally Lost,U,5.0,{4}{U},,,,Put target nonland permanent on top of its owner's library.,common,,,Instant
74,Wall of Runes,U,1.0,{U},0.0,4.0,,"Defender (This creature can't attack.)
When Wall of Runes enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",common,"Defender, Scry",,Creature
75,Aid the Fallen,B,2.0,{1}{B},,,,"Choose one or both —
• Return target creature card from your graveyard to your hand.
• Return target planeswalker card from your graveyard to your hand.",common,,,Sorcery
76,Banehound,B,1.0,{B},1.0,1.0,,"Lifelink, haste",common,"Haste, Lifelink",,Creature
77,Bleeding Edge,B,3.0,{1}{B}{B},,,,"Up to one target creature gets -2/-2 until end of turn. Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",uncommon,Amass,,Sorcery
78,Bolas's Citadel,B,6.0,{3}{B}{B}{B},,,,"You may look at the top card of your library any time.
You may play lands and cast spells from the top of your library. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.
{T}, Sacrifice ten nonland permanents: Each opponent loses 10 life.",rare,,Legendary,Artifact
79,Bond of Revival,B,5.0,{4}{B},,,,Return target creature card from your graveyard to the battlefield. It gains haste until your next turn.,uncommon,,,Sorcery
80,Charity Extractor,B,4.0,{3}{B},1.0,5.0,,Lifelink,common,Lifelink,,Creature
81,Command the Dreadhorde,B,6.0,{4}{B}{B},,,,Choose any number of target creature and/or planeswalker cards in graveyards. Command the Dreadhorde deals damage to you equal to the total mana value of those cards. Put them onto the battlefield under your control.,rare,,,Sorcery
82,"Davriel, Rogue Shadowmage",B,3.0,{2}{B},,,3.0,"At the beginning of each opponent's upkeep, if that player has one or fewer cards in hand, Davriel, Rogue Shadowmage deals 2 damage to them.
[−1]: Target player discards a card.",uncommon,,Legendary,Planeswalker
83,Davriel's Shadowfugue,B,4.0,{3}{B},,,,Target player discards two cards and loses 2 life.,common,,,Sorcery
84,Deliver Unto Evil,B,3.0,{2}{B},,,,"Choose up to four target cards in your graveyard. If you control a Bolas planeswalker, return those cards to your hand. Otherwise, an opponent chooses two of them. Leave the chosen cards in your graveyard and put the rest into your hand.
Exile Deliver Unto Evil.",rare,,,Sorcery
85,Dreadhorde Invasion,B,2.0,{1}{B},,,,"At the beginning of your upkeep, you lose 1 life and amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Whenever a Zombie token you control with power 6 or greater attacks, it gains lifelink until end of turn.",rare,Amass,,Enchantment
86,Dreadmalkin,B,1.0,{B},1.0,1.0,,"Menace (This creature can't be blocked except by two or more creatures.)
{2}{B}, Sacrifice another creature or planeswalker: Put two +1/+1 counters on Dreadmalkin.",uncommon,Menace,,Creature
87,Duskmantle Operative,B,2.0,{1}{B},2.0,2.0,,Duskmantle Operative can't be blocked by creatures with power 4 or greater.,common,,,Creature
88,The Elderspell,B,2.0,{B}{B},,,,Destroy any number of target planeswalkers. Choose a planeswalker you control. Put two loyalty counters on it for each planeswalker destroyed this way.,rare,,,Sorcery
89,Eternal Taskmaster,B,2.0,{1}{B},2.0,3.0,,"Eternal Taskmaster enters the battlefield tapped.
Whenever Eternal Taskmaster attacks, you may pay {2}{B}. If you do, return target creature card from your graveyard to your hand.",uncommon,,,Creature
90,Finale of Eternity,B,2.0,{X}{B}{B},,,,"Destroy up to three target creatures with toughness X or less. If X is 10 or more, return all creature cards from your graveyard to the battlefield.",mythic,,,Sorcery
91,God-Eternal Bontu,B,5.0,{3}{B}{B},5.0,6.0,,"Menace
When God-Eternal Bontu enters the battlefield, sacrifice any number of other permanents, then draw that many cards.
When God-Eternal Bontu dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",mythic,Menace,Legendary,Creature
92,Herald of the Dreadhorde,B,4.0,{3}{B},3.0,2.0,,"When Herald of the Dreadhorde dies, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Creature
93,Kaya's Ghostform,B,1.0,{B},,,,"Enchant creature or planeswalker you control
When enchanted permanent dies or is put into exile, return that card to the battlefield under your control.",common,Enchant,,Enchantment
94,Lazotep Behemoth,B,5.0,{4}{B},5.0,4.0,,,common,,,Creature
95,Lazotep Reaver,B,2.0,{1}{B},1.0,2.0,,"When Lazotep Reaver enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Creature
96,"Liliana, Dreadhorde General",B,6.0,{4}{B}{B},,,6.0,"Whenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[−4]: Each player sacrifices two creatures.
[−9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",mythic,,Legendary,Planeswalker
97,Liliana's Triumph,B,2.0,{1}{B},,,,"Each opponent sacrifices a creature. If you control a Liliana planeswalker, each opponent also discards a card.",uncommon,,,Instant
98,Massacre Girl,B,5.0,{3}{B}{B},4.0,4.0,,"Menace
When Massacre Girl enters the battlefield, each other creature gets -1/-1 until end of turn. Whenever a creature dies this turn, each creature other than Massacre Girl gets -1/-1 until end of turn.",rare,Menace,Legendary,Creature
99,"Ob Nixilis, the Hate-Twisted",B,5.0,{3}{B}{B},,,5.0,"Whenever an opponent draws a card, Ob Nixilis, the Hate-Twisted deals 1 damage to that player.
[−2]: Destroy target creature. Its controller draws two cards.",uncommon,,Legendary,Planeswalker
100,Ob Nixilis's Cruelty,B,3.0,{2}{B},,,,"Target creature gets -5/-5 until end of turn. If that creature would die this turn, exile it instead.",common,,,Instant
101,Price of Betrayal,B,1.0,{B},,,,"Remove up to five counters from target artifact, creature, planeswalker, or opponent.",uncommon,,,Sorcery
102,Shriekdiver,B,3.0,{2}{B},2.0,1.0,,"Flying
{1}: Shriekdiver gains haste until end of turn.",common,Flying,,Creature
103,Sorin's Thirst,B,2.0,{B}{B},,,,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,common,,,Instant
104,Spark Harvest,B,1.0,{B},,,,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Destroy target creature or planeswalker.",common,,,Sorcery
105,Spark Reaper,B,3.0,{2}{B},2.0,3.0,,"{3}, Sacrifice a creature or planeswalker: You gain 1 life and draw a card.",common,,,Creature
106,Tithebearer Giant,B,6.0,{5}{B},4.0,5.0,,"When Tithebearer Giant enters the battlefield, you draw a card and you lose 1 life.",common,,,Creature
107,Toll of the Invasion,B,3.0,{2}{B},,,,"Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.
Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Sorcery
108,Unlikely Aid,B,2.0,{1}{B},,,,"Target creature gets +2/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",common,,,Instant
109,Vampire Opportunist,B,2.0,{1}{B},2.0,1.0,,{6}{B}: Each opponent loses 2 life and you gain 2 life.,common,,,Creature
110,Vizier of the Scorpion,B,3.0,{2}{B},1.0,1.0,,"When Vizier of the Scorpion enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have deathtouch.",uncommon,Amass,,Creature
111,Vraska's Finisher,B,3.0,{2}{B},3.0,2.0,,"When Vraska's Finisher enters the battlefield, destroy target creature or planeswalker an opponent controls that was dealt damage this turn.",common,,,Creature
112,Ahn-Crop Invader,R,3.0,{2}{R},2.0,2.0,,"As long as it's your turn, Ahn-Crop Invader has first strike.
{1}, Sacrifice another creature: Ahn-Crop Invader gets +2/+0 until end of turn.",common,,,Creature
113,Blindblast,R,3.0,{2}{R},,,,"Blindblast deals 1 damage to target creature. That creature can't block this turn.
Draw a card.",common,,,Instant
114,Bolt Bend,R,4.0,{3}{R},,,,"This spell costs {3} less to cast if you control a creature with power 4 or greater.
Change the target of target spell or ability with a single target.",uncommon,,,Instant
115,Bond of Passion,R,6.0,{4}{R}{R},,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Bond of Passion deals 2 damage to any other target.,uncommon,,,Sorcery
116,Burning Prophet,R,2.0,{1}{R},1.0,3.0,,"Whenever you cast a noncreature spell, Burning Prophet gets +1/+0 until end of turn, then scry 1.",common,Scry,,Creature
117,Chainwhip Cyclops,R,5.0,{4}{R},4.0,4.0,,{3}{R}: Target creature can't block this turn.,common,,,Creature
118,"Chandra, Fire Artisan",R,4.0,{2}{R}{R},,,4.0,"Whenever one or more loyalty counters are removed from Chandra, Fire Artisan, she deals that much damage to target opponent or planeswalker.
[+1]: Exile the top card of your library. You may play it this turn.
[−7]: Exile the top seven cards of your library. You may play them this turn.",rare,,Legendary,Planeswalker
119,Chandra's Pyrohelix,R,2.0,{1}{R},,,,Chandra's Pyrohelix deals 2 damage divided as you choose among one or two targets.,common,,,Instant
120,Chandra's Triumph,R,2.0,{1}{R},,,,Chandra's Triumph deals 3 damage to target creature or planeswalker an opponent controls. Chandra's Triumph deals 5 damage instead if you control a Chandra planeswalker.,uncommon,,,Instant
121,Cyclops Electromancer,R,5.0,{4}{R},4.0,2.0,,"When Cyclops Electromancer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.",uncommon,,,Creature
122,Demolish,R,4.0,{3}{R},,,,Destroy target artifact or land.,common,,,Sorcery
123,Devouring Hellion,R,3.0,{2}{R},2.0,2.0,,"As Devouring Hellion enters the battlefield, you may sacrifice any number of creatures and/or planeswalkers. If you do, it enters with twice that many +1/+1 counters on it.",uncommon,,,Creature
124,Dreadhorde Arcanist,R,2.0,{1}{R},1.0,3.0,,"Trample
Whenever Dreadhorde Arcanist attacks, you may cast target instant or sorcery card with mana value less than or equal to Dreadhorde Arcanist's power from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",rare,Trample,,Creature
125,Dreadhorde Twins,R,4.0,{3}{R},2.0,2.0,,"When Dreadhorde Twins enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have trample.",uncommon,Amass,,Creature
126,Finale of Promise,R,2.0,{X}{R}{R},,,,"You may cast up to one target instant card and/or up to one target sorcery card from your graveyard each with mana value X or less without paying their mana costs. If a spell cast this way would be put into your graveyard, exile it instead. If X is 10 or more, copy each of those spells twice. You may choose new targets for the copies.",mythic,,,Sorcery
127,Goblin Assailant,R,2.0,{1}{R},2.0,2.0,,,common,,,Creature
128,Goblin Assault Team,R,4.0,{3}{R},4.0,1.0,,"Haste
When Goblin Assault Team dies, put a +1/+1 counter on target creature you control.",common,Haste,,Creature
129,Grim Initiate,R,1.0,{R},1.0,1.0,,"First strike
When Grim Initiate dies, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,"Amass, First strike",,Creature
130,Heartfire,R,2.0,{1}{R},,,,"As an additional cost to cast this spell, sacrifice a creature or planeswalker.
Heartfire deals 4 damage to any target.",common,,,Instant
131,Honor the God-Pharaoh,R,3.0,{2}{R},,,,"As an additional cost to cast this spell, discard a card.
Draw two cards. Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Sorcery
132,"Ilharg, the Raze-Boar",R,5.0,{3}{R}{R},6.0,6.0,,"Trample
Whenever Ilharg, the Raze-Boar attacks, you may put a creature card from your hand onto the battlefield tapped and attacking. Return that creature to your hand at the beginning of the next end step.
When Ilharg, the Raze-Boar dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",mythic,Trample,Legendary,Creature
133,Invading Manticore,R,6.0,{5}{R},4.0,5.0,,"When Invading Manticore enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Creature
134,"Jaya, Venerated Firemage",R,5.0,{4}{R},,,5.0,"If another red source you control would deal damage to a permanent or player, it deals that much damage plus 1 to that permanent or player instead.
[−2]: Jaya, Venerated Firemage deals 2 damage to any target.",uncommon,,Legendary,Planeswalker
135,Jaya's Greeting,R,2.0,{1}{R},,,,Jaya's Greeting deals 3 damage to target creature. Scry 1.,common,Scry,,Instant
136,"Krenko, Tin Street Kingpin",R,3.0,{2}{R},1.0,2.0,,"Whenever Krenko, Tin Street Kingpin attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko's power.",rare,,Legendary,Creature
137,Mizzium Tank,R,3.0,{1}{R}{R},3.0,2.0,,"Trample
Whenever you cast a noncreature spell, Mizzium Tank becomes an artifact creature and gets +1/+1 until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",rare,"Crew, Trample",,Artifact
138,Nahiri's Stoneblades,R,2.0,{1}{R},,,,Up to two target creatures each get +2/+0 until end of turn.,common,,,Instant
139,"Neheb, Dreadhorde Champion",R,4.0,{2}{R}{R},5.0,4.0,,"Trample
Whenever Neheb, Dreadhorde Champion deals combat damage to a player or planeswalker, you may discard any number of cards. If you do, draw that many cards and add that much {R}. Until end of turn, you don't lose this mana as steps and phases end.",rare,Trample,Legendary,Creature
140,Raging Kronch,R,3.0,{2}{R},4.0,3.0,,Raging Kronch can't attack alone.,common,,,Creature
