,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
43,Retreat to Emeria,W,4.0,{3}{W},,,,"Landfall — Whenever a land enters the battlefield under your control, choose one —
• Create a 1/1 white Kor Ally creature token.
• Creatures you control get +1/+1 until end of turn.",uncommon,Landfall,,Enchantment
44,Roil's Retribution,W,5.0,{3}{W}{W},,,,Roil's Retribution deals 5 damage divided as you choose among any number of target attacking or blocking creatures.,uncommon,,,Instant
45,Serene Steward,W,2.0,{1}{W},2.0,2.0,,"Whenever you gain life, you may pay {W}. If you do, put a +1/+1 counter on target creature.",uncommon,,,Creature
46,Shadow Glider,W,3.0,{2}{W},2.0,2.0,,Flying,common,Flying,,Creature
47,Sheer Drop,W,3.0,{2}{W},,,,"Destroy target tapped creature.
Awaken 3—{5}{W} (If you cast this spell for {5}{W}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",common,Awaken,,Sorcery
48,Smite the Monstrous,W,4.0,{3}{W},,,,Destroy target creature with power 4 or greater.,common,,,Instant
49,Stasis Snare,W,3.0,{1}{W}{W},,,,"Flash (You may cast this spell any time you could cast an instant.)
When Stasis Snare enters the battlefield, exile target creature an opponent controls until Stasis Snare leaves the battlefield. (That creature returns under its owner's control.)",uncommon,Flash,,Enchantment
50,Stone Haven Medic,W,2.0,{1}{W},1.0,3.0,,"{W}, {T}: You gain 1 life.",common,,,Creature
51,Tandem Tactics,W,2.0,{1}{W},,,,Up to two target creatures each get +1/+2 until end of turn. You gain 2 life.,common,,,Instant
52,Unified Front,W,4.0,{3}{W},,,,Converge — Create a 1/1 white Kor Ally creature token for each color of mana spent to cast this spell.,uncommon,Converge,,Sorcery
53,Adverse Conditions,C,4.0,{3}{U},,,,"Devoid (This card has no color.)
Tap up to two target creatures. Those creatures don't untap during their controller's next untap step. Create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",uncommon,Devoid,,Instant
54,Benthic Infiltrator,C,3.0,{2}{U},1.0,4.0,,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
Benthic Infiltrator can't be blocked.",common,"Devoid, Ingest",,Creature
55,Cryptic Cruiser,C,4.0,{3}{U},3.0,3.0,,"Devoid (This card has no color.)
{2}{U}, Put a card an opponent owns from exile into that player's graveyard: Tap target creature.",uncommon,Devoid,,Creature
56,Drowner of Hope,C,6.0,{5}{U},5.0,5.0,,"Devoid (This card has no color.)
When Drowner of Hope enters the battlefield, create two 1/1 colorless Eldrazi Scion creature tokens. They have ""Sacrifice this creature: Add {C}.""
Sacrifice an Eldrazi Scion: Tap target creature.",rare,Devoid,,Creature
57,Eldrazi Skyspawner,C,3.0,{2}{U},2.0,1.0,,"Devoid (This card has no color.)
Flying
When Eldrazi Skyspawner enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",common,"Devoid, Flying",,Creature
58,Horribly Awry,C,2.0,{1}{U},,,,"Devoid (This card has no color.)
Counter target creature spell with mana value 4 or less. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",uncommon,Devoid,,Instant
59,Incubator Drone,C,4.0,{3}{U},2.0,3.0,,"Devoid (This card has no color.)
When Incubator Drone enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",common,Devoid,,Creature
60,Mist Intruder,C,2.0,{1}{U},1.0,2.0,,"Devoid (This card has no color.)
Flying
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)",common,"Devoid, Flying, Ingest",,Creature
61,Murk Strider,C,4.0,{3}{U},3.0,2.0,,"Devoid (This card has no color.)
When Murk Strider enters the battlefield, you may put a card an opponent owns from exile into that player's graveyard. If you do, return target creature to its owner's hand.",common,Devoid,,Creature
62,Oracle of Dust,C,5.0,{4}{U},3.0,5.0,,"Devoid (This card has no color.)
{2}, Put a card an opponent owns from exile into that player's graveyard: Draw a card, then discard a card.",common,Devoid,,Creature
63,Ruination Guide,C,3.0,{2}{U},3.0,2.0,,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
Other colorless creatures you control get +1/+0.",uncommon,"Devoid, Ingest",,Creature
64,Salvage Drone,C,1.0,{U},1.0,1.0,,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
When Salvage Drone dies, you may draw a card. If you do, discard a card.",common,"Devoid, Ingest",,Creature
65,Spell Shrivel,C,3.0,{2}{U},,,,"Devoid (This card has no color.)
Counter target spell unless its controller pays {4}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",common,Devoid,,Instant
66,Tide Drifter,C,2.0,{1}{U},0.0,5.0,,"Devoid (This card has no color.)
Other colorless creatures you control get +0/+1.",uncommon,Devoid,,Creature
67,Ulamog's Reclaimer,C,5.0,{4}{U},2.0,5.0,,"Devoid (This card has no color.)
When Ulamog's Reclaimer enters the battlefield, you may put a card an opponent owns from exile into that player's graveyard. If you do, return target instant or sorcery card from your graveyard to your hand.",uncommon,Devoid,,Creature
68,Anticipate,U,2.0,{1}{U},,,,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,common,,,Instant
69,Brilliant Spectrum,U,4.0,{3}{U},,,,"Converge — Draw X cards, where X is the number of colors of mana spent to cast this spell. Then discard two cards.",common,Converge,,Sorcery
70,Cloud Manta,U,4.0,{3}{U},3.0,2.0,,Flying,common,Flying,,Creature
71,Clutch of Currents,U,1.0,{U},,,,"Return target creature to its owner's hand.
Awaken 3—{4}{U} (If you cast this spell for {4}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",common,Awaken,,Sorcery
72,Coastal Discovery,U,4.0,{3}{U},,,,"Draw two cards.
Awaken 4—{5}{U} (If you cast this spell for {5}{U}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",uncommon,Awaken,,Sorcery
73,Coralhelm Guide,U,2.0,{1}{U},2.0,1.0,,{4}{U}: Target creature can't be blocked this turn.,common,,,Creature
74,Dampening Pulse,U,4.0,{3}{U},,,,Creatures your opponents control get -1/-0.,uncommon,,,Enchantment
75,Dispel,U,1.0,{U},,,,Counter target instant spell.,common,,,Instant
76,Exert Influence,U,5.0,{4}{U},,,,Converge — Gain control of target creature if its power is less than or equal to the number of colors of mana spent to cast this spell.,rare,Converge,,Sorcery
77,Guardian of Tazeem,U,5.0,{3}{U}{U},4.0,5.0,,"Flying
Landfall — Whenever a land enters the battlefield under your control, tap target creature an opponent controls. If that land is an Island, that creature doesn't untap during its controller's next untap step.",rare,"Flying, Landfall",,Creature
78,Halimar Tidecaller,U,3.0,{2}{U},2.0,3.0,,"When Halimar Tidecaller enters the battlefield, you may return target card with awaken from your graveyard to your hand.
Land creatures you control have flying.",uncommon,,,Creature
79,Part the Waterveil,U,6.0,{4}{U}{U},,,,"Take an extra turn after this one. Exile Part the Waterveil.
Awaken 6—{6}{U}{U}{U} (If you cast this spell for {6}{U}{U}{U}, also put six +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",mythic,Awaken,,Sorcery
80,Prism Array,U,5.0,{4}{U},,,,"Converge — Prism Array enters the battlefield with a crystal counter on it for each color of mana spent to cast it.
Remove a crystal counter from Prism Array: Tap target creature.
{W}{U}{B}{R}{G}: Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",rare,"Converge, Scry",,Enchantment
81,Retreat to Coralhelm,U,3.0,{2}{U},,,,"Landfall — Whenever a land enters the battlefield under your control, choose one —
• You may tap or untap target creature.
• Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",uncommon,"Landfall, Scry",,Enchantment
82,Roilmage's Trick,U,4.0,{3}{U},,,,"Converge — Creatures your opponents control get -X/-0 until end of turn, where X is the number of colors of mana spent to cast this spell.
Draw a card.",common,Converge,,Instant
83,Rush of Ice,U,1.0,{U},,,,"Tap target creature. It doesn't untap during its controller's next untap step.
Awaken 3—{4}{U} (If you cast this spell for {4}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",common,Awaken,,Sorcery
84,Scatter to the Winds,U,3.0,{1}{U}{U},,,,"Counter target spell.
Awaken 3—{4}{U}{U} (If you cast this spell for {4}{U}{U}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",rare,Awaken,,Instant
85,Tightening Coils,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature gets -6/-0 and loses flying.",common,Enchant,,Enchantment
86,Ugin's Insight,U,5.0,{3}{U}{U},,,,"Scry X, where X is the highest mana value among permanents you control, then draw three cards.",rare,Scry,,Sorcery
87,Wave-Wing Elemental,U,6.0,{5}{U},3.0,4.0,,"Flying
Landfall — Whenever a land enters the battlefield under your control, Wave-Wing Elemental gets +2/+2 until end of turn.",common,"Flying, Landfall",,Creature
88,Windrider Patrol,U,5.0,{3}{U}{U},4.0,3.0,,"Flying
Whenever Windrider Patrol deals combat damage to a player, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",uncommon,"Flying, Scry",,Creature
89,Complete Disregard,C,3.0,{2}{B},,,,"Devoid (This card has no color.)
Exile target creature with power 3 or less.",common,Devoid,,Instant
90,Culling Drone,C,2.0,{1}{B},2.0,2.0,,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)",common,"Devoid, Ingest",,Creature
91,Dominator Drone,C,3.0,{2}{B},3.0,2.0,,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
When Dominator Drone enters the battlefield, if you control another colorless creature, each opponent loses 2 life.",common,"Devoid, Ingest",,Creature
92,Grave Birthing,C,3.0,{2}{B},,,,"Devoid (This card has no color.)
Target opponent exiles a card from their graveyard. You create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""
Draw a card.",common,Devoid,,Instant
93,Grip of Desolation,C,6.0,{4}{B}{B},,,,"Devoid (This card has no color.)
Exile target creature and target land.",uncommon,Devoid,,Instant
94,Mind Raker,C,4.0,{3}{B},3.0,3.0,,"Devoid (This card has no color.)
When Mind Raker enters the battlefield, you may put a card an opponent owns from exile into that player's graveyard. If you do, each opponent discards a card.",common,Devoid,,Creature
95,Silent Skimmer,C,4.0,{3}{B},0.0,4.0,,"Devoid (This card has no color.)
Flying
Whenever Silent Skimmer attacks, defending player loses 2 life.",common,"Devoid, Flying",,Creature
96,Skitterskin,C,4.0,{3}{B},4.0,3.0,,"Devoid (This card has no color.)
Skitterskin can't block.
{1}{B}: Regenerate Skitterskin. Activate only if you control another colorless creature.",uncommon,Devoid,,Creature
97,Sludge Crawler,C,1.0,{B},1.0,1.0,,"Devoid (This card has no color.)
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)
{2}: Sludge Crawler gets +1/+1 until end of turn.",common,"Devoid, Ingest",,Creature
98,Smothering Abomination,C,4.0,{2}{B}{B},4.0,3.0,,"Devoid (This card has no color.)
Flying
At the beginning of your upkeep, sacrifice a creature.
Whenever you sacrifice a creature, draw a card.",rare,"Devoid, Flying",,Creature
99,Swarm Surge,C,3.0,{2}{B},,,,"Devoid (This card has no color.)
Creatures you control get +2/+0 until end of turn. Colorless creatures you control also gain first strike until end of turn.",common,Devoid,,Sorcery
100,Transgress the Mind,C,2.0,{1}{B},,,,"Devoid (This card has no color.)
Target player reveals their hand. You choose a card from it with mana value 3 or greater and exile that card.",uncommon,Devoid,,Sorcery
101,Wasteland Strangler,C,3.0,{2}{B},3.0,2.0,,"Devoid (This card has no color.)
When Wasteland Strangler enters the battlefield, you may put a card an opponent owns from exile into that player's graveyard. If you do, target creature gets -3/-3 until end of turn.",rare,Devoid,,Creature
102,Altar's Reap,B,2.0,{1}{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards.",common,,,Instant
103,Bloodbond Vampire,B,4.0,{2}{B}{B},3.0,3.0,,"Whenever you gain life, put a +1/+1 counter on Bloodbond Vampire.",uncommon,,,Creature
104,Bone Splinters,B,1.0,{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Destroy target creature.",common,,,Sorcery
105,Carrier Thrall,B,2.0,{1}{B},2.0,1.0,,"When Carrier Thrall dies, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",uncommon,,,Creature
106,Defiant Bloodlord,B,7.0,{5}{B}{B},4.0,5.0,,"Flying
Whenever you gain life, target opponent loses that much life.",rare,Flying,,Creature
107,Demon's Grasp,B,5.0,{4}{B},,,,Target creature gets -5/-5 until end of turn.,common,,,Sorcery
108,"Drana, Liberator of Malakir",B,3.0,{1}{B}{B},2.0,3.0,,"Flying, first strike
Whenever Drana, Liberator of Malakir deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.",mythic,"First strike, Flying",Legendary,Creature
109,Dutiful Return,B,4.0,{3}{B},,,,Return up to two target creature cards from your graveyard to your hand.,common,,,Sorcery
110,Geyserfield Stalker,B,5.0,{4}{B},3.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Landfall — Whenever a land enters the battlefield under your control, Geyserfield Stalker gets +2/+2 until end of turn.",common,"Landfall, Menace",,Creature
111,Guul Draz Overseer,B,6.0,{4}{B}{B},3.0,4.0,,"Flying
Landfall — Whenever a land enters the battlefield under your control, other creatures you control get +1/+0 until end of turn. If that land is a Swamp, those creatures get +2/+0 until end of turn instead.",rare,"Flying, Landfall",,Creature
112,Hagra Sharpshooter,B,3.0,{2}{B},2.0,2.0,,{4}{B}: Target creature gets -1/-1 until end of turn.,uncommon,,,Creature
113,Kalastria Healer,B,2.0,{1}{B},1.0,2.0,,"Rally — Whenever Kalastria Healer or another Ally enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.",common,Rally,,Creature
114,Kalastria Nightwatch,B,5.0,{4}{B},4.0,5.0,,"Whenever you gain life, Kalastria Nightwatch gains flying until end of turn.",common,,,Creature
115,Malakir Familiar,B,3.0,{2}{B},2.0,1.0,,"Flying, deathtouch
Whenever you gain life, Malakir Familiar gets +1/+1 until end of turn.",uncommon,"Deathtouch, Flying",,Creature
116,Mire's Malice,B,4.0,{3}{B},,,,"Target opponent discards two cards.
Awaken 3—{5}{B} (If you cast this spell for {5}{B}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",common,Awaken,,Sorcery
117,Nirkana Assassin,B,3.0,{2}{B},2.0,3.0,,"Whenever you gain life, Nirkana Assassin gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)",common,,,Creature
118,Ob Nixilis Reignited,B,5.0,{3}{B}{B},,,5.0,"[+1]: You draw a card and you lose 1 life.
[−3]: Destroy target creature.
[−8]: Target opponent gets an emblem with ""Whenever a player draws a card, you lose 2 life.""",mythic,,Legendary,Planeswalker
119,Painful Truths,B,3.0,{2}{B},,,,"Converge — You draw X cards and you lose X life, where X is the number of colors of mana spent to cast this spell.",rare,Converge,,Sorcery
120,Retreat to Hagra,B,3.0,{2}{B},,,,"Landfall — Whenever a land enters the battlefield under your control, choose one —
• Target creature gets +1/+0 and gains deathtouch until end of turn.
• Each opponent loses 1 life and you gain 1 life.",uncommon,Landfall,,Enchantment
121,Rising Miasma,B,4.0,{3}{B},,,,"All creatures get -2/-2 until end of turn.
Awaken 3—{5}{B}{B} (If you cast this spell for {5}{B}{B}, also put three +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",uncommon,Awaken,,Sorcery
122,Ruinous Path,B,3.0,{1}{B}{B},,,,"Destroy target creature or planeswalker.
Awaken 4—{5}{B}{B} (If you cast this spell for {5}{B}{B}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",rare,Awaken,,Sorcery
123,Vampiric Rites,B,1.0,{B},,,,"{1}{B}, Sacrifice a creature: You gain 1 life and draw a card.",uncommon,,,Enchantment
124,Voracious Null,B,3.0,{2}{B},2.0,2.0,,"{1}{B}, Sacrifice another creature: Put two +1/+1 counters on Voracious Null. Activate only as a sorcery.",common,,,Creature
125,Zulaport Cutthroat,B,2.0,{1}{B},1.0,1.0,,"Whenever Zulaport Cutthroat or another creature you control dies, each opponent loses 1 life and you gain 1 life.",uncommon,,,Creature
126,Barrage Tyrant,C,5.0,{4}{R},5.0,3.0,,"Devoid (This card has no color.)
{2}{R}, Sacrifice another colorless creature: Barrage Tyrant deals damage equal to the sacrificed creature's power to any target.",rare,Devoid,,Creature
127,Crumble to Dust,C,4.0,{3}{R},,,,"Devoid (This card has no color.)
Exile target nonbasic land. Search its controller's graveyard, hand, and library for any number of cards with the same name as that land and exile them. Then that player shuffles.",uncommon,Devoid,,Sorcery
128,Kozilek's Sentinel,C,2.0,{1}{R},1.0,4.0,,"Devoid (This card has no color.)
Whenever you cast a colorless spell, Kozilek's Sentinel gets +1/+0 until end of turn.",common,Devoid,,Creature
129,Molten Nursery,C,3.0,{2}{R},,,,"Devoid (This card has no color.)
Whenever you cast a colorless spell, Molten Nursery deals 1 damage to any target.",uncommon,Devoid,,Enchantment
130,Nettle Drone,C,3.0,{2}{R},3.0,1.0,,"Devoid (This card has no color.)
{T}: Nettle Drone deals 1 damage to each opponent.
Whenever you cast a colorless spell, untap Nettle Drone.",common,Devoid,,Creature
131,Processor Assault,C,2.0,{1}{R},,,,"Devoid (This card has no color.)
As an additional cost to cast this spell, put a card an opponent owns from exile into that player's graveyard.
Processor Assault deals 5 damage to target creature.",uncommon,Devoid,,Sorcery
132,Serpentine Spike,C,7.0,{5}{R}{R},,,,"Devoid (This card has no color.)
Serpentine Spike deals 2 damage to target creature, 3 damage to another target creature, and 4 damage to a third target creature. If a creature dealt damage this way would die this turn, exile it instead.",rare,Devoid,,Sorcery
133,Touch of the Void,C,3.0,{2}{R},,,,"Devoid (This card has no color.)
Touch of the Void deals 3 damage to any target. If a creature dealt damage this way would die this turn, exile it instead.",common,Devoid,,Sorcery
134,Turn Against,C,5.0,{4}{R},,,,"Devoid (This card has no color.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.",uncommon,Devoid,,Instant
135,Vestige of Emrakul,C,4.0,{3}{R},3.0,4.0,,"Devoid (This card has no color.)
Trample",common,"Devoid, Trample",,Creature
136,Vile Aggregate,C,3.0,{2}{R},,5.0,,"Devoid (This card has no color.)
Vile Aggregate's power is equal to the number of colorless creatures you control.
Trample
Ingest (Whenever this creature deals combat damage to a player, that player exiles the top card of their library.)",uncommon,"Devoid, Ingest, Trample",,Creature
137,Akoum Firebird,R,4.0,{2}{R}{R},3.0,3.0,,"Flying, haste
Akoum Firebird attacks each combat if able.
Landfall — Whenever a land enters the battlefield under your control, you may pay {4}{R}{R}. If you do, return Akoum Firebird from your graveyard to the battlefield.",mythic,"Flying, Haste, Landfall",,Creature
138,Akoum Hellkite,R,6.0,{4}{R}{R},4.0,4.0,,"Flying
Landfall — Whenever a land enters the battlefield under your control, Akoum Hellkite deals 1 damage to any target. If that land is a Mountain, Akoum Hellkite deals 2 damage instead.",rare,"Flying, Landfall",,Creature
139,Akoum Stonewaker,R,2.0,{1}{R},2.0,1.0,,"Landfall — Whenever a land enters the battlefield under your control, you may pay {2}{R}. If you do, create a 3/1 red Elemental creature token with trample and haste. Exile that token at the beginning of the next end step.",uncommon,Landfall,,Creature
140,Belligerent Whiptail,R,4.0,{3}{R},4.0,2.0,,"Landfall — Whenever a land enters the battlefield under your control, Belligerent Whiptail gains first strike until end of turn.",common,Landfall,,Creature
141,Boiling Earth,R,2.0,{1}{R},,,,"Boiling Earth deals 1 damage to each creature your opponents control.
Awaken 4—{6}{R} (If you cast this spell for {6}{R}, also put four +1/+1 counters on target land you control and it becomes a 0/0 Elemental creature with haste. It's still a land.)",common,Awaken,,Sorcery
